   5.2000000e+01   5.2000000e+01   5.2000000e+01  -1.0900000e-01   0.0000000e+00   0.0000000e+00   5.3799999e+01
   5.3799999e+01   5.2000000e+01   5.2000000e+01   0.0000000e+00  -1.0900000e-01   0.0000000e+00   5.3599998e+01
   5.3599998e+01   5.3799999e+01   5.2000000e+01   1.7800000e-01   0.0000000e+00  -1.0900000e-01   5.3500000e+01
   5.3500000e+01   5.3599998e+01   5.3799999e+01   3.3900000e-01   1.7800000e-01   0.0000000e+00   5.3500000e+01
   5.3500000e+01   5.3500000e+01   5.3599998e+01   3.7300000e-01   3.3900000e-01   1.7800000e-01   5.3400002e+01
   5.3400002e+01   5.3500000e+01   5.3500000e+01   4.4100000e-01   3.7300000e-01   3.3900000e-01   5.3099998e+01
   5.3099998e+01   5.3400002e+01   5.3500000e+01   4.6100000e-01   4.4100000e-01   3.7300000e-01   5.2700001e+01
   5.2700001e+01   5.3099998e+01   5.3400002e+01   3.4800000e-01   4.6100000e-01   4.4100000e-01   5.2400002e+01
   5.2400002e+01   5.2700001e+01   5.3099998e+01   1.2700000e-01   3.4800000e-01   4.6100000e-01   5.2200001e+01
   5.2200001e+01   5.2400002e+01   5.2700001e+01  -1.8000000e-01   1.2700000e-01   3.4800000e-01   5.2000000e+01
   5.2000000e+01   5.2200001e+01   5.2400002e+01  -5.8800000e-01  -1.8000000e-01   1.2700000e-01   5.2000000e+01
   5.2000000e+01   5.2000000e+01   5.2200001e+01  -1.0550000e+00  -5.8800000e-01  -1.8000000e-01   5.2400002e+01
   5.2400002e+01   5.2000000e+01   5.2000000e+01  -1.4210000e+00  -1.0550000e+00  -5.8800000e-01   5.3000000e+01
   5.3000000e+01   5.2400002e+01   5.2000000e+01  -1.5200000e+00  -1.4210000e+00  -1.0550000e+00   5.4000000e+01
   5.4000000e+01   5.3000000e+01   5.2400002e+01  -1.3020000e+00  -1.5200000e+00  -1.4210000e+00   5.4900002e+01
   5.4900002e+01   5.4000000e+01   5.3000000e+01  -8.1400000e-01  -1.3020000e+00  -1.5200000e+00   5.6000000e+01
   5.6000000e+01   5.4900002e+01   5.4000000e+01  -4.7500000e-01  -8.1400000e-01  -1.3020000e+00   5.6799999e+01
   5.6799999e+01   5.6000000e+01   5.4900002e+01  -1.9300000e-01  -4.7500000e-01  -8.1400000e-01   5.6799999e+01
   5.6799999e+01   5.6799999e+01   5.6000000e+01   8.8000000e-02  -1.9300000e-01  -4.7500000e-01   5.6400002e+01
   5.6400002e+01   5.6799999e+01   5.6799999e+01   4.3500000e-01   8.8000000e-02  -1.9300000e-01   5.5700001e+01
   5.5700001e+01   5.6400002e+01   5.6799999e+01   7.7100000e-01   4.3500000e-01   8.8000000e-02   5.5000000e+01
   5.5000000e+01   5.5700001e+01   5.6400002e+01   8.6600000e-01   7.7100000e-01   4.3500000e-01   5.4299999e+01
   5.4299999e+01   5.5000000e+01   5.5700001e+01   8.7500000e-01   8.6600000e-01   7.7100000e-01   5.3200001e+01
   5.3200001e+01   5.4299999e+01   5.5000000e+01   8.9100000e-01   8.7500000e-01   8.6600000e-01   5.2299999e+01
   5.2299999e+01   5.3200001e+01   5.4299999e+01   9.8700000e-01   8.9100000e-01   8.7500000e-01   5.1599998e+01
   5.1599998e+01   5.2299999e+01   5.3200001e+01   1.2630000e+00   9.8700000e-01   8.9100000e-01   5.1200001e+01
   5.1200001e+01   5.1599998e+01   5.2299999e+01   1.7750000e+00   1.2630000e+00   9.8700000e-01   5.0799999e+01
   5.0799999e+01   5.1200001e+01   5.1599998e+01   1.9760000e+00   1.7750000e+00   1.2630000e+00   5.0500000e+01
   5.0500000e+01   5.0799999e+01   5.1200001e+01   1.9340000e+00   1.9760000e+00   1.7750000e+00   5.0000000e+01
   5.0000000e+01   5.0500000e+01   5.0799999e+01   1.8660000e+00   1.9340000e+00   1.9760000e+00   4.9200001e+01
   4.9200001e+01   5.0000000e+01   5.0500000e+01   1.8320000e+00   1.8660000e+00   1.9340000e+00   4.8400002e+01
   4.8400002e+01   4.9200001e+01   5.0000000e+01   1.7670000e+00   1.8320000e+00   1.8660000e+00   4.7900002e+01
   4.7900002e+01   4.8400002e+01   4.9200001e+01   1.6080000e+00   1.7670000e+00   1.8320000e+00   4.7599998e+01
   4.7599998e+01   4.7900002e+01   4.8400002e+01   1.2650000e+00   1.6080000e+00   1.7670000e+00   4.7500000e+01
   4.7500000e+01   4.7599998e+01   4.7900002e+01   7.9000000e-01   1.2650000e+00   1.6080000e+00   4.7500000e+01
   4.7500000e+01   4.7500000e+01   4.7599998e+01   3.6000000e-01   7.9000000e-01   1.2650000e+00   4.7599998e+01
   4.7599998e+01   4.7500000e+01   4.7500000e+01   1.1500000e-01   3.6000000e-01   7.9000000e-01   4.8099998e+01
   4.8099998e+01   4.7599998e+01   4.7500000e+01   8.8000000e-02   1.1500000e-01   3.6000000e-01   4.9000000e+01
   4.9000000e+01   4.8099998e+01   4.7599998e+01   3.3100000e-01   8.8000000e-02   1.1500000e-01   5.0000000e+01
   5.0000000e+01   4.9000000e+01   4.8099998e+01   6.4500000e-01   3.3100000e-01   8.8000000e-02   5.1099998e+01
   5.1099998e+01   5.0000000e+01   4.9000000e+01   9.6000000e-01   6.4500000e-01   3.3100000e-01   5.1799999e+01
   5.1799999e+01   5.1099998e+01   5.0000000e+01   1.4090000e+00   9.6000000e-01   6.4500000e-01   5.1900002e+01
   5.1900002e+01   5.1799999e+01   5.1099998e+01   2.6700000e+00   1.4090000e+00   9.6000000e-01   5.1700001e+01
