1 52.000000  52.000000  53.799999
2 53.799999  52.000000  53.599998
3 53.599998  53.799999  53.500000
4 53.500000  53.599998  53.500000
5 53.500000  53.500000  53.400002
6 53.400002  53.500000  53.099998
7 53.099998  53.400002  52.700001
8 52.700001  53.099998  52.400002
9 52.400002  52.700001  52.200001
10 52.200001  52.400002  52.000000
11 52.000000  52.200001  52.000000
12 52.000000  52.000000  52.400002
13 52.400002  52.000000  53.000000
14 53.000000  52.400002  54.000000
15 54.000000  53.000000  54.900002
16 54.900002  54.000000  56.000000
17 56.000000  54.900002  56.799999
18 56.799999  56.000000  56.799999
19 56.799999  56.799999  56.400002
20 56.400002  56.799999  55.700001
21 55.700001  56.400002  55.000000
22 55.000000  55.700001  54.299999
23 54.299999  55.000000  53.200001
24 53.200001  54.299999  52.299999
25 52.299999  53.200001  51.599998
26 51.599998  52.299999  51.200001
27 51.200001  51.599998  50.799999
28 50.799999  51.200001  50.500000
29 50.500000  50.799999  50.000000
30 50.000000  50.500000  49.200001
31 49.200001  50.000000  48.400002
32 48.400002  49.200001  47.900002
33 47.900002  48.400002  47.599998
34 47.599998  47.900002  47.500000
35 47.500000  47.599998  47.500000
36 47.500000  47.500000  47.599998
37 47.599998  47.500000  48.099998
38 48.099998  47.599998  49.000000
39 49.000000  48.099998  50.000000
40 50.000000  49.000000  51.099998
41 51.099998  50.000000  51.799999
42 51.799999  51.099998  51.900002
43 51.900002  51.799999  51.700001
44 51.700001  51.900002  51.200001
45 51.200001  51.700001  50.000000
46 50.000000  51.200001  48.299999
47 48.299999  50.000000  47.000000
48 47.000000  48.299999  45.799999
49 45.799999  47.000000  45.599998
50 45.599998  45.799999  46.000000
51 46.000000  45.599998  46.900002
52 46.900002  46.000000  47.799999
53 47.799999  46.900002  48.200001
54 48.200001  47.799999  48.299999
55 48.299999  48.200001  47.900002
56 47.900002  48.299999  47.200001
57 47.200001  47.900002  47.200001
58 47.200001  47.200001  48.099998
59 48.099998  47.200001  49.400002
60 49.400002  48.099998  50.599998
61 50.599998  49.400002  51.500000
62 51.500000  50.599998  51.599998
63 51.599998  51.500000  51.200001
64 51.200001  51.599998  50.500000
65 50.500000  51.200001  50.099998
66 50.099998  50.500000  49.799999
67 49.799999  50.099998  49.599998
68 49.599998  49.799999  49.400002
69 49.400002  49.599998  49.299999
70 49.299999  49.400002  49.200001
71 49.200001  49.299999  49.299999
72 49.299999  49.200001  49.700001
73 49.700001  49.299999  50.299999
