1 -0.109000  0.000000  53.799999
2 0.000000  -0.109000  53.599998
3 0.178000  0.000000  53.500000
4 0.339000  0.178000  53.500000
5 0.373000  0.339000  53.400002
6 0.441000  0.373000  53.099998
7 0.461000  0.441000  52.700001
8 0.348000  0.461000  52.400002
9 0.127000  0.348000  52.200001
10 -0.180000  0.127000  52.000000
11 -0.588000  -0.180000  52.000000
12 -1.055000  -0.588000  52.400002
13 -1.421000  -1.055000  53.000000
14 -1.520000  -1.421000  54.000000
15 -1.302000  -1.520000  54.900002
16 -0.814000  -1.302000  56.000000
17 -0.475000  -0.814000  56.799999
18 -0.193000  -0.475000  56.799999
19 0.088000  -0.193000  56.400002
20 0.435000  0.088000  55.700001
21 0.771000  0.435000  55.000000
22 0.866000  0.771000  54.299999
23 0.875000  0.866000  53.200001
24 0.891000  0.875000  52.299999
25 0.987000  0.891000  51.599998
26 1.263000  0.987000  51.200001
27 1.775000  1.263000  50.799999
28 1.976000  1.775000  50.500000
29 1.934000  1.976000  50.000000
30 1.866000  1.934000  49.200001
31 1.832000  1.866000  48.400002
32 1.767000  1.832000  47.900002
33 1.608000  1.767000  47.599998
34 1.265000  1.608000  47.500000
35 0.790000  1.265000  47.500000
36 0.360000  0.790000  47.599998
37 0.115000  0.360000  48.099998
38 0.088000  0.115000  49.000000
39 0.331000  0.088000  50.000000
40 0.645000  0.331000  51.099998
41 0.960000  0.645000  51.799999
42 1.409000  0.960000  51.900002
43 2.670000  1.409000  51.700001
44 2.834000  2.670000  51.200001
45 2.812000  2.834000  50.000000
46 2.483000  2.812000  48.299999
47 1.929000  2.483000  47.000000
48 1.485000  1.929000  45.799999
49 1.214000  1.485000  45.599998
50 1.239000  1.214000  46.000000
51 1.608000  1.239000  46.900002
52 1.905000  1.608000  47.799999
53 2.023000  1.905000  48.200001
54 1.815000  2.023000  48.299999
55 0.535000  1.815000  47.900002
56 0.122000  0.535000  47.200001
57 0.009000  0.122000  47.200001
58 0.164000  0.009000  48.099998
59 0.671000  0.164000  49.400002
60 1.019000  0.671000  50.599998
61 1.146000  1.019000  51.500000
62 1.155000  1.146000  51.599998
63 1.112000  1.155000  51.200001
64 1.121000  1.112000  50.500000
65 1.223000  1.121000  50.099998
66 1.257000  1.223000  49.799999
67 1.157000  1.257000  49.599998
68 0.913000  1.157000  49.400002
69 0.620000  0.913000  49.299999
70 0.255000  0.620000  49.200001
71 -0.280000  0.255000  49.299999
72 -1.080000  -0.280000  49.700001
73 -1.551000  -1.080000  50.299999
74 -1.799000  -1.551000  51.299999
75 -1.825000  -1.799000  52.799999
76 -1.456000  -1.825000  54.400002
77 -0.944000  -1.456000  56.000000
78 -0.570000  -0.944000  56.900002
79 -0.431000  -0.570000  57.500000
80 -0.577000  -0.431000  57.299999
81 -0.960000  -0.577000  56.599998
82 -1.616000  -0.960000  56.000000
83 -1.875000  -1.616000  55.400002
84 -1.891000  -1.875000  55.400002
85 -1.746000  -1.891000  56.400002
86 -1.474000  -1.746000  57.200001
87 -1.201000  -1.474000  58.000000
88 -0.927000  -1.201000  58.400002
89 -0.524000  -0.927000  58.400002
90 0.040000  -0.524000  58.099998
91 0.788000  0.040000  57.700001
92 0.943000  0.788000  57.000000
93 0.930000  0.943000  56.000000
94 1.006000  0.930000  54.700001
95 1.137000  1.006000  53.200001
96 1.198000  1.137000  52.099998
97 1.054000  1.198000  51.599998
98 0.595000  1.054000  51.000000
99 -0.080000  0.595000  50.500000
100 -0.314000  -0.080000  50.400002
101 -0.288000  -0.314000  51.000000
102 -0.153000  -0.288000  51.799999
103 -0.109000  -0.153000  52.400002
104 -0.187000  -0.109000  53.000000
105 -0.255000  -0.187000  53.400002
106 -0.229000  -0.255000  53.599998
107 -0.007000  -0.229000  53.700001
108 0.254000  -0.007000  53.799999
109 0.330000  0.254000  53.799999
110 0.102000  0.330000  53.799999
111 -0.423000  0.102000  53.299999
112 -1.139000  -0.423000  53.000000
